payment_type,total_viajes,duracion_promedio_min,tarifa_promedio
1,2535572,17.204636580358482,29.383195192279192
2,450396,17.627403144491844,24.933541106047446
0,388379,16.781740773831793,24.3930661029584
4,27700,15.678418170878441,27.371785920577704
3,12033,14.313468517133416,24.185297099642654
