distancia_bin,distancia_orden,total_viajes,distancia_promedio,duracion_promedio_min,tarifa_promedio
0-1,1,659986,0.6839099465745746,6.6508202194187,14.29527653616619
1-3,2,1465524,1.7520905832998885,13.201527292171953,20.4778248394451
3-5,3,325418,3.765494779022681,22.06610692504213,30.932013502633108
5-10,4,237938,7.234881986063549,27.50304266937867,47.671773193017124
10-20,5,186671,14.780174317381995,42.55668163060517,81.66764660820017
20+,6,25893,106.73026184683128,53.828960851710114,113.42156181206758
