payment_type,total_viajes,duracion_promedio_min,tarifa_promedio
1,2231792,17.461690769868525,30.2097742531822
2,433588,17.784777715250303,25.41274693948999
0,262944,16.395813430489444,24.64543108038463
4,32233,16.58914156299444,29.093423510067527
3,13250,15.60005283018868,26.448965283018858
