distancia_bin,distancia_orden,total_viajes,distancia_promedio,duracion_promedio_min,tarifa_promedio
0-1,1,789213,0.6740061554991768,7.384264281843721,15.148515141029012
1-3,2,1809990,1.7626638323968487,14.657951756639173,21.458180901553558
3-5,3,430225,3.780447533267484,23.782731477715128,31.794422685802527
5-10,4,337641,7.227965857227055,29.738862776341396,48.20711649355425
10-20,5,274239,14.929255102301378,46.93525750653002,83.2276696239498
20+,6,40405,180.47888305902714,59.0943435218413,114.58202549188466
