algoritmo,fecha_entrenamiento,mae,month,r2,rmse,rows_test,rows_train,year
gbt,2026-01-06T01:31:35.720581+00:00,3.1894684201233643,02,0.061131547156328514,37.40188293303391,60157,239843,2024
