distancia_bin,distancia_orden,total_viajes,distancia_promedio,duracion_promedio_min,tarifa_promedio
0-1,1,664868,0.6840606857300529,6.50263769149159,14.193722438135477
1-3,2,1434374,1.7457314549761749,12.911252307046015,20.25386194953514
3-5,3,312152,3.767186082421414,21.523624121154704,30.750320773212618
5-10,4,231968,7.2406569871706195,26.595379750655177,47.51352733997791
10-20,5,196962,14.900618444166945,40.46273595922079,81.37357937064131
20+,6,29278,67.04591570462456,51.69161201812506,114.12288544298656
