algoritmo,fecha_entrenamiento,mae,month,r2,rmse,rows_test,rows_train,year
gbt,2026-01-06T02:22:34.475899+00:00,2.952810966751286,10,0.14559591487138157,30.741996425039144,60157,239843,2024
