algoritmo,fecha_entrenamiento,mae,month,r2,rmse,rows_test,rows_train,year
gbt,2026-01-06T01:43:54.442885+00:00,3.2225132072006724,04,0.12752158252831425,31.211804745592286,60157,239843,2024
