algoritmo,fecha_entrenamiento,mae,month,r2,rmse,rows_test,rows_train,year
gbt,2026-01-06T02:16:08.290207+00:00,3.559724638916275,09,0.157985526914171,31.155988766937863,60157,239843,2024
