payment_type,total_viajes,duracion_promedio_min,tarifa_promedio
1,2829231,18.49606459022484,30.623417706106807
2,452980,18.566088053924325,25.43771049494332
0,345271,18.049581632978214,24.702704802892097
4,39456,17.0826912679102,28.5395653386052
3,14775,16.579077270163566,26.073137055837574
