pickup_hour,total_viajes,duracion_promedio_min,duracion_std,tarifa_promedio,tarifa_std,duracion_p25,duracion_p50,duracion_p75,tarifa_p25,tarifa_p50,tarifa_p75
0,100298,15.332651033254226,37.061225528290215,27.475723444136356,20.605993706951246,7.65,12.15,18.75,16.3,21.3,30.24
1,69982,15.128979118439934,57.098206576573816,24.41434283101368,15.721632777497298,7.133333333333334,11.083333333333334,16.683333333333334,15.7,20.2,27.69
2,44503,12.6737467137047,30.46712881714429,23.435021908635388,14.527387004471658,6.8,10.5,15.666666666666666,15.48,19.68,27.09
3,29696,12.911953349497109,32.49107712711236,24.93414466594831,18.454989847379036,6.6,10.45,16.0,15.48,19.68,28.05
4,21878,14.650243776091655,23.494954850374604,31.46847380930627,25.561484701739538,6.916666666666667,11.766666666666667,19.033333333333335,15.5,21.87,36.0
5,24362,17.588285718195007,29.241917219797877,37.36003324850193,30.74939497354364,6.983333333333333,12.6,22.8,15.64,23.05,52.2
6,49966,17.8074777515377,46.09402931289547,30.4785061842054,27.10072105482097,6.516666666666667,10.883333333333333,19.283333333333335,14.28,19.5,33.04
7,97221,16.634061056767546,23.257354084111007,27.237598461237468,23.198538156822416,7.133333333333334,11.483333333333333,18.9,14.6,19.25,27.9
8,130722,16.602241015284385,25.772214068464862,26.077044414864694,20.32397754251967,7.6,12.45,19.85,14.9,19.5,27.72
9,144985,16.790655010288408,32.23404511490317,26.353090733523814,21.00751716934609,7.616666666666666,12.566666666666666,20.3,14.88,19.6,28.2
10,158534,17.5972943763903,36.062761384941695,26.98174997161448,21.26040346722257,7.9,13.15,21.266666666666666,15.1,20.15,29.0
11,171755,17.940794057426782,27.84929225962671,27.23353701493349,20.887282081927932,8.383333333333333,13.933333333333334,22.283333333333335,15.12,20.3,29.4
12,186605,18.787757562766185,34.74200552219295,28.141823798932833,26.087605818806594,8.566666666666666,14.283333333333333,23.05,15.4,20.93,30.24
13,193574,19.6348616033145,34.73193739786072,29.117734458139093,23.321113236067937,8.783333333333333,14.766666666666667,24.116666666666667,15.6,21.0,31.08
14,208807,20.885518924174114,33.751805501442824,30.216810260191323,24.505510657546367,9.05,15.25,25.316666666666666,15.95,21.7,32.37
15,219141,21.23528687009724,35.299384455391674,30.004177675559454,24.76684163083363,9.066666666666666,15.2,25.25,15.96,21.6,31.92
16,222574,21.51674371969175,36.61757994886024,33.22895001212933,711.6258239705431,8.95,15.116666666666667,25.466666666666665,17.28,23.15,33.6
17,239229,19.95995099535036,33.74709152940471,29.741033444941063,22.19988948551024,8.916666666666666,14.783333333333333,24.1,17.36,22.8,32.0
18,247433,17.634189457348057,30.91447151869718,28.009284129440626,19.946981373244476,8.35,13.616666666666667,21.616666666666667,17.2,22.1,30.24
19,216721,16.9694861134823,29.17327632576806,28.55601464555761,21.10319932844398,8.15,13.316666666666666,21.05,17.0,22.0,30.5
20,199456,16.472838119685534,28.21439334147166,28.467822627545523,21.328760395742556,8.166666666666666,13.2,20.683333333333334,16.38,21.36,30.6
21,201184,15.961769408435433,30.05438811391049,27.964193673451998,20.012758136104072,8.216666666666667,13.066666666666666,20.183333333333334,16.46,21.4,30.6
22,185752,16.118054628393462,31.834911417929092,28.192663874412194,20.425625191997625,8.25,13.15,20.25,16.5,22.0,31.15
23,145471,15.952375960386153,31.385129539277482,28.83460524778086,21.778115346584215,8.083333333333334,12.95,20.0,16.4,21.86,31.88
