algoritmo,fecha_entrenamiento,mae,month,r2,rmse,rows_test,rows_train,year
gbt,2026-01-06T01:25:20.628703+00:00,3.910717920971247,01,0.06144048006242897,39.51990345108588,60157,239843,2024
