pickup_dow,total_viajes,duracion_promedio_min,duracion_std,tarifa_promedio,tarifa_std,duracion_p25,duracion_p50,duracion_p75,tarifa_p25,tarifa_p50,tarifa_p75
1,326703,14.328696910241705,36.24195682180063,27.26314239538481,23.475553676705015,6.566666666666666,10.65,17.3,14.64,19.1,28.05
2,393234,15.85315096524387,36.358210123685296,28.83965214096168,23.91548190878477,7.083333333333333,11.483333333333333,18.666666666666668,15.4,20.16,29.88
3,449103,16.175991587675924,32.825513402117984,27.647486745800304,21.92026691597749,7.433333333333334,11.966666666666667,19.2,15.8,20.5,28.92
4,480791,16.257394446512833,36.0800800727558,27.51935861943979,21.211591216340874,7.566666666666666,12.133333333333333,19.233333333333334,15.96,20.6,28.92
5,416201,16.424862226023542,31.543171734004087,27.729149449424245,21.071082194284994,7.75,12.416666666666666,19.733333333333334,16.1,21.0,29.4
6,396371,15.92749465357785,34.29625209711809,27.189208922953217,21.228218334716644,7.383333333333334,11.816666666666666,18.8,15.7,20.16,28.52
7,407199,14.902702446060305,38.020053658971584,25.207637101268478,19.318244052599074,7.0,11.283333333333333,17.933333333333334,14.9,19.32,27.0
