algoritmo,fecha_entrenamiento,mae,month,r2,rmse,rows_test,rows_train,year
gbt,2026-01-06T01:49:53.165022+00:00,3.345182862738521,05,0.13006602888858287,33.445795281908865,60157,239843,2024
