algoritmo,fecha_entrenamiento,mae,month,r2,rmse,rows_test,rows_train,year
gbt,2026-01-06T02:35:13.361911+00:00,3.322733017981351,12,0.1850740997735234,30.032905321123472,60157,239843,2024
