payment_type,total_viajes,duracion_promedio_min,tarifa_promedio
1,2153634,17.56769150035086,30.411698621982847
2,427640,18.0247213388209,25.784161444204145
0,238529,16.55738421743267,24.881842291711042
4,34070,16.840246062029134,29.72298884649268
3,13368,15.895239876321538,26.689585577498505
