payment_type,total_viajes,duracion_promedio_min,tarifa_promedio
1,2708724,18.843600959960096,30.254821583917554
2,462977,18.982835504427644,25.212273525465562
0,289381,19.2456378730229,28.212958141686578
4,42388,18.091953304394284,28.67654053033896
3,15173,16.84832157999958,25.976253872009526
