payment_type,total_viajes,duracion_promedio_min,tarifa_promedio
1,2581035,18.903064371463035,30.924138680830318
0,430542,18.298440454125036,24.75570548285871
2,422430,18.793237222734945,25.743605733492977
4,36110,17.82016662051139,28.957175851564827
3,13577,16.26932434754855,25.8791846505119
