algoritmo,fecha_entrenamiento,mae,month,r2,rmse,rows_test,rows_train,year
gbt,2026-01-06T01:56:05.562139+00:00,3.3758658626196594,06,0.11712889569627927,33.68561990370504,60157,239843,2024
