payment_type,total_viajes,duracion_promedio_min,tarifa_promedio
1,2298349,15.692574133287344,28.075230110857266
2,422737,16.18817428645548,23.86546474521876
0,115195,16.10955929800186,26.519429315510887
4,22759,13.780739487675218,25.130117755613306
3,10562,12.705859054472022,22.288924446127627
