payment_type,total_viajes,duracion_promedio_min,tarifa_promedio
1,2575783,16.890584629993988,29.06442379272086
2,457731,16.961626843422536,24.244123513591067
0,365073,16.473866824808308,24.18199749091496
4,28522,15.171441343524341,26.673390014725715
3,12767,13.745665909506291,23.41082634918149
