algoritmo,fecha_entrenamiento,mae,month,r2,rmse,rows_test,rows_train,year
gbt,2026-01-06T02:03:04.385458+00:00,3.647635378658773,07,0.08147058433832355,36.165442940085306,60157,239843,2024
