algoritmo,fecha_entrenamiento,mae,month,r2,rmse,rows_test,rows_train,year
gbt,2026-01-06T02:28:57.637502+00:00,3.961349803463025,11,0.0395082344694031,41.35214638532805,60157,239843,2024
