pickup_hour,total_viajes,duracion_promedio_min,duracion_std,tarifa_promedio,tarifa_std,duracion_p25,duracion_p50,duracion_p75,tarifa_p25,tarifa_p50,tarifa_p75
0,77586,14.790131381091108,46.49884451589765,26.815544299229156,19.956315821948063,7.033333333333333,11.066666666666666,17.083333333333332,15.7,20.5,29.3
1,52860,13.33645478622778,43.0976315800568,23.836814415437086,15.564515747999662,6.666666666666667,10.383333333333333,15.516666666666667,15.48,19.68,26.72
2,35838,12.789950611083233,40.89039657138914,23.205950666889848,14.23055235916885,6.533333333333333,10.0,14.866666666666667,15.45,19.4,26.4
3,23127,13.277301422579685,46.70291772658775,24.54516928265658,17.4337942111901,6.183333333333334,9.816666666666666,15.383333333333333,15.0,19.5,27.6
4,15581,15.739780287957533,42.75979951169,32.72561966497657,26.988239206692842,6.7,11.616666666666667,19.5,15.7,22.2,39.0
5,16621,16.679644225176958,24.261359929268206,37.90149389326765,31.23021859363032,6.1,11.416666666666666,23.1,15.48,22.7,54.95
6,38749,16.04442265176734,29.479464871084144,30.074005006581093,27.231170823153924,6.0,9.75,17.8,14.25,18.8,31.57
7,81722,15.342799164647662,28.95543970420848,26.04819020581944,21.93043838282306,6.6,10.5,16.933333333333334,14.28,18.48,26.1
8,115508,15.409334706975597,27.720264660340597,25.031081570107112,19.343323906005754,7.216666666666667,11.65,18.3,14.64,19.25,26.25
9,125433,15.61874480134158,29.229088456736548,25.4637497309317,19.91138182204184,7.266666666666667,11.85,19.016666666666666,14.64,19.3,26.9
10,132458,16.025343630937133,30.44264514643152,25.964233492880563,20.19569113249025,7.383333333333334,12.133333333333333,19.7,14.7,19.32,27.72
11,141011,16.246130207336137,31.525481875142905,25.636949812425577,19.512805869944067,7.633333333333334,12.45,19.983333333333334,14.75,19.32,27.72
12,153213,16.716810692739205,38.207661468427276,26.300359368982445,20.343503600794353,7.733333333333333,12.683333333333334,20.333333333333332,14.88,19.5,28.0
13,157869,17.389551674700716,35.52866303065788,27.493916348364,22.223046796763114,7.816666666666666,12.866666666666667,20.8,15.1,19.8,28.56
14,169116,18.339478425065113,35.903982253824076,28.374152770878165,23.474951917002905,8.066666666666666,13.3,21.85,15.12,20.16,29.4
15,174348,18.39627335367574,37.673271352160185,28.011637931033494,23.200539208404983,7.966666666666667,13.033333333333333,21.433333333333334,15.12,20.12,28.91
16,179713,18.48177019284452,38.00560020012657,30.042870354397675,23.84095108306723,7.883333333333334,12.933333333333334,21.383333333333333,16.8,21.7,30.72
17,200435,17.191703461637523,34.82345731329252,28.181861251777008,21.15422655432695,7.816666666666666,12.666666666666666,20.366666666666667,17.1,21.5,29.7
18,217364,15.849464952798048,32.970995782426854,26.933554866491274,19.18908302388937,7.633333333333334,12.2,19.166666666666668,16.8,21.45,28.56
19,188732,15.227467343464145,34.192698845287126,27.4853357671195,20.38125853825659,7.35,11.783333333333333,18.566666666666666,16.6,21.23,29.0
20,166639,14.777779011315868,34.371043688470834,27.044568078300127,20.123376001783104,7.35,11.716666666666667,18.2,16.05,20.52,28.9
21,167130,14.442231596162623,31.122309939665946,26.85549733740103,19.45579483425097,7.466666666666667,11.7,17.933333333333334,16.32,20.52,28.92
22,151908,14.923854131009032,33.300144359612936,27.642109500486416,20.13916452479903,7.583333333333333,11.966666666666667,18.383333333333333,16.32,21.3,29.95
23,118469,15.073816919756792,33.79679324929255,28.588429715790507,21.40567588362042,7.483333333333333,11.933333333333334,18.566666666666666,16.32,21.36,31.44
