distancia_bin,distancia_orden,total_viajes,distancia_promedio,duracion_promedio_min,tarifa_promedio
0-1,1,848314,0.6648085614524387,8.120006605258565,15.635815075545047
1-3,2,1688755,1.7448295993202154,15.396002883781124,22.123915813723656
3-5,3,385651,3.787524938351034,24.58114668443755,32.770484220188145
5-10,4,317574,7.222331267673028,31.07053175008024,49.71096966376322
10-20,5,244006,14.787085030695962,49.66620670529914,83.52864507430607
20+,6,34343,210.1640922458725,60.22747624455256,115.49109571090928
