algoritmo,fecha_entrenamiento,mae,month,r2,rmse,rows_test,rows_train,year
gbt,2026-01-06T02:09:27.356401+00:00,3.605564621555662,08,0.028706668436365046,49.81887628487247,60157,239843,2024
