payment_type,total_viajes,duracion_promedio_min,tarifa_promedio
1,2705534,18.222417718646334,30.066593456254186
2,480795,18.42947202029952,25.308841127714206
0,385727,17.865404418150693,26.417819001525363
4,31361,16.712794022299466,27.801520359682588
3,12871,15.388889752156013,24.807812135809193
