algoritmo,fecha_entrenamiento,mae,month,r2,rmse,rows_test,rows_train,year
gbt,2026-01-06T01:37:56.017557+00:00,3.22668715772527,03,0.0881711293278542,33.1130891175658,60157,239843,2024
