pickup_hour,total_viajes,duracion_promedio_min,duracion_std,tarifa_promedio,tarifa_std,duracion_p25,duracion_p50,duracion_p75,tarifa_p25,tarifa_p50,tarifa_p75
0,80365,15.721874157489781,37.695130668973604,31.03844907608986,25.40119898143691,7.616666666666666,12.083333333333334,18.983333333333334,16.32,21.36,33.96
1,55151,14.724795561277217,40.50222320732312,28.78078729306821,23.72196804484196,7.25,11.266666666666667,17.333333333333332,15.72,20.52,30.6
2,37740,13.49029014308429,33.320848694930866,26.923160307366143,22.41475040333999,6.95,10.733333333333333,16.383333333333333,15.48,20.2,29.25
3,24705,13.566396141132007,34.158879697864386,27.316011738514426,21.640280432140766,6.683333333333334,10.716666666666667,16.616666666666667,15.48,20.5,30.4
4,18118,15.270797917356584,32.4589355995769,33.264256540456984,26.940923475759913,6.983333333333333,12.083333333333334,19.716666666666665,16.0,22.76,39.84
5,19433,16.858605636460332,30.329838316746383,36.89477795502506,30.693287712200647,6.366666666666666,11.783333333333333,22.25,15.48,22.7,52.0
6,44498,17.208220968732693,48.745490122634514,30.484145130118318,27.229667212274943,6.25,10.25,18.6,14.28,19.32,33.3
7,71026,16.43767798646514,33.28165515570261,28.27773125334344,24.54595467681646,6.633333333333334,10.766666666666667,18.1,14.3,19.25,29.0
8,105759,16.69532600850361,30.516072755443513,27.102432133434775,22.39371318402067,7.5,12.2,19.65,15.0,19.7,28.56
9,121130,16.981841685241637,29.62482701751608,26.95019945513046,21.41357081667867,7.75,12.833333333333334,20.783333333333335,15.1,20.12,29.0
10,131047,17.575693707855425,32.47229530287336,27.55506749486773,22.329033348245634,7.866666666666666,13.1,21.566666666666666,15.12,20.16,29.7
11,144455,18.182294024667343,32.63306186602298,27.83245439756275,22.266517500835167,8.133333333333333,13.616666666666667,22.216666666666665,15.12,20.16,30.0
12,156936,18.6526177337684,34.71824479524296,28.560243283885594,23.42157524584122,8.233333333333333,13.733333333333333,22.683333333333334,15.12,20.3,30.25
13,164758,19.080351687525585,39.03365087540578,28.92888770196231,23.964948579317515,8.216666666666667,13.766666666666667,22.816666666666666,15.12,20.3,30.79
14,173416,19.756086135842942,38.0431350431133,29.787989977855776,25.141746198119403,8.333333333333334,14.0,23.516666666666666,15.12,20.83,31.5
15,177271,20.170428985376503,44.699170436109476,29.943265226685753,25.46793089574838,8.283333333333333,13.883333333333333,23.4,15.3,20.79,31.4
16,181074,20.090332129405578,37.30198629454564,31.915899411289143,26.02000714743545,8.233333333333333,13.833333333333334,23.433333333333334,17.2,22.4,33.24
17,198361,18.944475140442677,36.41432719657863,30.31629150891465,24.244678252724672,8.183333333333334,13.616666666666667,22.283333333333335,17.28,22.37,31.81
18,203691,16.948370734756747,31.701481603037255,28.89011748187171,22.84061685918243,7.716666666666667,12.716666666666667,20.433333333333334,17.1,21.85,30.25
19,176363,16.292799226595108,31.652560010740874,29.0551547093209,23.074747759257388,7.55,12.316666666666666,19.766666666666666,16.8,21.5,30.53
20,164032,15.830131823871788,29.764234654580243,28.563377328813242,22.766293848781878,7.7,12.35,19.45,16.3,21.12,30.13
21,161964,15.69312120800511,32.12216559156301,28.47544133264108,22.134874941799545,7.866666666666666,12.45,19.25,16.32,21.35,30.6
22,145265,15.946193737881428,30.435922331891366,29.552725708188028,23.253131905955925,8.116666666666667,12.85,19.666666666666668,16.4,21.83,31.74
23,110683,16.43947113227264,34.443884205643805,31.557243388776218,26.31471898912623,7.983333333333333,12.783333333333333,20.15,16.4,22.2,34.75
